"TIME","RPM","BaroPressure","BoostPressureDesired","BoostPressureActual","BoostFrequencyValveDutyCycle","MassAirFlow","IntakeAirTemperature","AcceleratorPedalPosition","ThrottlePlateAngle","IgnitionRetardCyl1","IgnitionRetardCyl2","IgnitionRetardCyl3","IgnitionRetardCyl4","IgnitionRetardCyl5","IgnitionRetardCyl6","IgnitionTimingAngleOverall","KnockVoltCyl1","KnockVoltCyl2","KnockVoltCyl3","KnockVoltCyl4","KnockVoltCyl5","KnockVoltCyl6","VehicleSpeed","Gear","AirFuelRatioDesired","FuelInjectorOnTime","EGTbank1","EGTbank2","EGTbank1OXS","EGTbank2OXS","OXSVoltS1B1","OXSVoltS1B2","EngineLoadSpecified","EngineLoadCorrectedSpecified","EngineLoadDesired","EngineLoad"
"841","2683.25","991.25","992.0703125","1018.203125","0","13.1553515625","80.6","15.4665445944915","8.62745098039216","0","0","0","0","0","0","36.75","2.496","2.34","2.106","2.262","2.34","1.56","24.8888289250734","2","1","1.9390625","1733.6328125","1733.59765625","320","320",".1",".145","203.477443609023","197.062969924812","17.6691729323308","16.6823308270677"
"911","2680.5","991.25","992.0703125","1018.6328125","0","12.988828125","80.6","15.8266575112535","8.62745098039216","0","0","0","0","0","0","36.75","2.496","2.34","2.106","2.262","2.34","1.56","24.9179556997078","2","1","1.93375","1733.6328125","1733.59765625","325","325",".615",".18","203.524436090226","197.109962406015","18.515037593985","17.0347744360902"
"982","2677.75","992.5","992.0703125","1016.484375","0","14.098984375","81.95","15.8266575112535","9.01960784313725","0","0","0","0","0","0","36.75","2.574","2.184","2.028","2.418","2.418","1.638","24.9470824743422","2","1","2.03734375","1733.6328125","1733.59765625","325","325",".73",".705","203.524436090226","197.109962406015","18.4445488721805","18.0451127819549"
"1052","2684","992.5","992.0703125","1016.7578125","0","14.29326171875","81.95","15.8266575112535","9.01960784313725","0","0","0","0","0","0","36.75","2.73","2.184","2.106","2.184","2.262","1.716","24.8597021504391","2","1","2.050625","1733.6328125","1733.59765625","325","325",".755",".765","203.477443609023","197.086466165414","18.3270676691729","18.4210526315789"
"1122","2685.5","992.5","992.0703125","1018.75","0","14.57080078125","81.95","15.8266575112535","9.01960784313725","0","0","0","0","0","0","35.25","2.73","2.184","2.106","2.184","2.262","1.716","24.9422280119031","2","1","2.050625","1733.6328125","1733.59765625","325","325",".76",".78","203.547932330827","197.133458646617","18.515037593985","18.8674812030075"
"1192","2684","992.5","992.0703125","1017.2265625","0","14.098984375","81.95","15.8266575112535","9.01960784313725","0","0","0","0","0","0","36","2.886","2.262","2.184","2.184","2.106","1.794","24.8936833875125","2","1","2.03734375","1733.6328125","1733.59765625","325","325",".735",".775","203.43045112782","197.415413533835","18.5385338345865","18.890977443609"
"1262","2697.75","992.5","992.0703125","1018.125","0","14.4875390625","81.95","15.8266575112535","9.01960784313725","0","0","0","0","0","0","36","2.886","2.496","2.34","2.184","2.262","1.755","24.9665003240984","2","1","2.029375","1733.6328125","1733.59765625","325","325",".76",".785","203.665413533835","197.603383458647","18.468045112782","19.0084586466165"
"1332","2687","992.5","992.0703125","1019.0234375","0","13.7104296875","81.95","15.8266575112535","9.01960784313725","0","0","0","0","0","0","36.75","2.886","2.496","2.34","2.184","2.262","1.755","25.0247538733672","2","1","1.98421875","1733.6328125","1733.59765625","325","325",".76",".785","203.618421052632","197.556390977444","18.5385338345865","18.515037593985"
"1402","2688.75","991.25","992.0703125","1018.984375","0","14.29326171875","80.6","18.7045090409705","9.01960784313725","0","0","0","0","0","0","36.75","2.808","2.496","2.184","2.34","2.34","1.755","24.9567913992203","2","1","2.02140625","1733.6328125","1733.59765625","325","325",".765",".785","203.547932330827","197.509398496241","24.1541353383459","18.6325187969925"
"1472","2702","991.25","992.0703125","1013.984375","0","19.51099609375","80.6","23.3813992523079","12.9411764705882","0","0","0","0","0","0","35.25","2.652","2.34","2.34","2.106","2.34","1.677","25.0441717231234","2","1","2.48359375","1733.6328125","1733.59765625","325","325",".74",".78","203.712406015038","197.626879699248","36.2312030075188","21.1231203007519"
"1542","2736.5","991.25","992.0703125","1004.9609375","0","34.60912109375","80.6","29.1371023117418","20.3921568627451","0","0","0","0","0","0","30","2.652","2.34","2.34","2.106","2.34","1.677","25.0344627982453","2","1","4.58734375","1733.6328125","1733.59765625","330","330",".18",".73","204.041353383459","197.485902255639","56.7904135338346","34.0460526315789"
"1612","2812.25","992.5","1003.203125","1005.078125","0","49.65173828125","80.6","35.2513923857481","38.0392156862745","0","0","0","0","0","0","9.75","2.652","2.184","2.418","2.262","2.496","1.716","25.1558243592219","2","1","5.74546875","1733.6328125","1733.59765625","330","330",".045",".08","204.863721804511","198.12030075188","74.6475563909774","53.406954887218"
"1683","2798","992.5","1139.4140625","1009.296875","18.8235294117647","43.15732421875","81.95","38.8494697489891","38.0392156862745","0","0","3","0","0","0","24","2.574","2.574","2.418","2.34","3.354","1.833","25.4422376431266","2","1","5.46125","1733.6328125","1733.59765625","330","330",".615",".745","205.051691729323","198.261278195489","85.3148496240601","53.359962406015"
"1753","2780.75","991.25","1302.421875","1033.3203125","23.5294117647059","46.6820703125","81.95","44.7837033646143","37.6470588235294","0","0","3","0","0","0","23.25","2.574","2.808","2.964","2.73","3.354","2.028","25.4907822675172","2","1","5.5303125","1733.6328125","1733.59765625","355","355",".735",".795","204.652255639098","198.378759398496","97.9323308270677","55.3571428571429"
"1823","2866.75","991.25","1877.578125","1060.46875","85.0980392156863","48.76361328125","81.95","58.632791638056","37.2549019607843","0","0","3","0","0","0","24","2.574","2.808","2.964","2.73","3.354","2.028","25.7820500138609","2","1","5.2328125","1733.6328125","1733.59765625","355","355",".57",".795","205.357142857143","198.919172932331","150.493421052632","55.1926691729323"
"1893","2869.5","992.5","2456.5234375","1081.2109375","95.2941176470588","54.4531640625","81.95","72.1232928969253","81.1764705882353","0","0","3","0","0","0","23.25","2.574","2.886","3.51","2.886","3.432","2.106","25.9471017367891","2","1","5.84640625","1733.6328125","1733.59765625","355","355",".105",".775","206.179511278195","199.553571428571","197.885338345865","59.0460526315789"
"1963","2912.25","991.25","2476.6015625","1109.84375","95.2941176470588","56.75673828125","81.95","81.1154345006485","85.4901960784314","0","0","3","0","0","0","22.5","2.418","2.964","3.51","2.73","3.744","2.262","26.2917685699625","2","1","5.88890625","1733.6328125","1733.59765625","365","365",".06",".145","206.156015037594","199.53007518797","199.53007518797","61.3956766917293"
"2033","2987.25","991.25","2480.46875","1147.109375","95.2941176470588","62.0022265625","81.95","90.1091020065614","85.0980392156863","0","0","3","0","0","0","18.75","2.418","2.964","3.51","2.73","3.744","2.262","26.5247827670375","2","1","5.95","1733.6328125","1733.59765625","365","365",".065",".1","207.706766917293","200.728383458647","200.281954887218","64.0037593984962"
"2103","2989.75","991.25","2457.6953125","1192.6171875","95.2941176470588","67.19220703125","81.95","94.9645227740902","85.4901960784314","0","0","3","0","0","0","21","3.276","2.886","3.51","3.432","3.9","2.262","26.9859566987484","2","1","6.56359375","1733.6328125","1733.59765625","365","365",".055",".085","207.753759398496","200.728383458647","200.728383458647","68.1625939849624"
"2173","3070.5","992.5","2444.140625","1245.859375","95.2941176470588","70.938984375","81.95","100","86.6666666666667","0","0","3","0","0","0","20.25","4.68","3.12","4.68","3.276","4.212","2.34","27.262661057775","2","1","6.70703125","1733.6328125","1733.59765625","375","375",".05",".075","207.824248120301","200.822368421053","200.822368421053","71.2171052631579"
"2243","3137","992.5","2442.890625","1309.4921875","95.2941176470588","79.376171875","81.95","100","87.0588235294118","0","0","3","0","0","0","20.25","4.68","3.12","4.68","3.276","4.212","2.34","27.5248020294844","2","1","7.00984375","1733.6328125","1733.59765625","375","375",".065",".11","207.824248120301","201.292293233083","201.292293233083","75.140977443609"
"2313","3147.75","991.25","2437.03125","1373.9453125","95.2941176470588","83.34498046875","81.95","100","87.0588235294118","0","0","3","0","0","0","18.75","5.148","3.822","5.46","3.9","4.68","3.042","27.9568491865609","2","1","7.5703125","1733.6328125","1733.59765625","375","375",".065",".1","207.824248120301","201.292293233083","201.292293233083","80.0751879699248"
"2384","3237.5","992.5","2433.6328125","1458.4375","95.2941176470588","90.4222265625","81.95","100","88.6274509803922","0","0","3","0","0","0","15","5.928","4.836","5.46","3.666","4.836","3.198","28.3209338694906","2","1","7.67921875","1733.6328125","1733.59765625","385","385",".065",".09","207.824248120301","201.362781954887","201.362781954887","83.1296992481203"
"2454","3279","992.5","2415.390625","1537.109375","95.2941176470588","100.358125","81.95","100","89.8039215686275","0","0","3","0","0","0","13.5","5.772","4.524","5.772","3.744","4.992","3.198","28.7141453270547","2","1","8.0271875","1733.6328125","1733.59765625","385","385",".06",".08","207.824248120301","201.87969924812","201.87969924812","90.9539473684211"
"2524","3352.5","992.5","2395.15625","1641.1328125","95.2941176470588","110.6270703125","81.95","100","90.1960784313726","0","0","3","0","0","0","15.75","5.772","4.524","5.772","3.744","4.992","3.198","29.2335728080344","2","1","8.72578125","1733.6328125","1733.59765625","405","405",".05",".07","207.824248120301","201.950187969925","201.950187969925","97.015977443609"
"2594","3471","992.5","2349.9609375","1741.8359375","95.2941176470588","123.92119140625","81.95","100","90.5882352941177","0","0","3","0","0","0","7.5","6.084","4.992","5.928","4.056","5.772","3.9","29.6947467397453","2","1","9.7484375","1733.6328125","1733.59765625","405","405",".085",".11","207.824248120301","202.584586466165","202.138157894737","105.31015037594"
"2664","3534.75","992.5","2327.65625","1880.8203125","83.921568627451","139.0470703125","81.95","100","92.5490196078432","0","0","3","0","0","0","10.5","7.332","6.24","7.02","4.368","6.084","4.524","30.2967000821891","2","1","10.55859375","1733.66796875","1733.59765625","405","405",".61",".695","207.824248120301","202.608082706767","202.608082706767","113.886278195489"
"2734","3585.5","992.5","2342.8515625","2028.5546875","61.5686274509804","152.23017578125","81.95","100","92.9411764705882","3","3","3","0","3","0","9.75","7.332","6.24","7.02","4.368","6.084","4.524","30.9520525114625","2","1","11.0234375","1733.66796875","1733.59765625","425","425",".765",".775","207.824248120301","203.054511278195","202.866541353383","121.828007518797"
"2804","3711.25","992.5","2377.03125","2188.4765625","53.7254901960784","169.9094140625","81.95","100","93.7254901960784","3","3","3","0","3","0","11.25","8.424","7.644","9.048","6.396","7.8","6.396","31.6462406402484","2","1","12.22671875","1733.6328125","1733.59765625","425","425",".755",".77","207.824248120301","203.383458646617","203.383458646617","131.978383458647"
"2874","3811.75","992.5","2380.8203125","2313.7890625","65.0980392156863","172.99009765625","81.95","100","95.2941176470588","3","3","3","0","3","3","6.75","7.8","9.672","11.856","7.644","8.424","9.984","32.3404287690344","2","1","13.39546875","1733.6328125","1733.59765625","425","425",".68",".78","207.824248120301","203.712406015038","203.712406015038","141.917293233083"
"2944","3905","992.5","2386.6796875","2362.5","74.1176470588235","170.54775390625","81.95","100","98.0392156862745","3","3","3","0","3","3","6.75","7.8","9.672","11.856","7.644","8.424","9.984","33.2724855573344","2","1","13.2546875","1733.6328125","1733.59765625","460","460",".69",".755","207.824248120301","204.205827067669","204.205827067669","144.99530075188"
"3014","4017.5","991.25","2398.3203125","2354.921875","77.2549019607843","171.0195703125","81.95","100","97.6470588235294","6","3","3","0","3","3","6.75","7.176","13.416","15.6","9.36","9.36","9.672","34.0394906227063","2","1","13.4884375","1733.6328125","1733.59765625","460","460",".785",".785","207.824248120301","204.417293233083","204.417293233083","148.872180451128"
"3085","4118.5","991.25","2411.7578125","2342.109375","78.4313725490196","172.5737890625","81.95","100","100","6","3","3","0","3","3","5.25","8.736","16.224","12.48","10.296","10.608","10.92","35.0686366597875","2","1","13.32109375","1733.6328125","1733.59765625","460","460",".79",".8","207.824248120301","204.699248120301","204.699248120301","148.073308270677"
"3155","4221.75","992.5","2437.03125","2343.3984375","79.2156862745098","172.26849609375","81.95","100","100","6","3","3","0","3","3","9","7.8","11.856","11.232","11.544","13.104","8.424","35.8404961875984","2","1","12.4790625","1733.6328125","1733.59765625","485","485",".815",".81","207.824248120301","205.145676691729","205.145676691729","144.031954887218"
"3225","4304","992.5","2426.015625","2329.921875","78.4313725490196","169.65962890625","81.95","100","100","6","3","3","0","3","3","6","7.8","11.856","11.232","11.544","13.104","8.424","36.7579895885813","2","1","12.16296875","1733.6328125","1733.59765625","485","485",".81",".805","207.824248120301","205.451127819549","205.451127819549","141.282894736842"
"3295","4415","992.5","2421.8359375","2320","76.078431372549","179.7898046875","81.95","100","100","6","3","3","0","3","3","3.75","7.8","14.976","14.976","13.728","12.48","9.36","37.8405347124922","2","1","11.8415625","1733.6328125","1733.59765625","485","485",".77",".78","207.824248120301","205.686090225564","205.686090225564","140.484022556391"
"3365","4516.5","992.5","2417.265625","2322.2265625","76.8627450980392","179.62328125","81.95","100","100","6","3","3","0","3","3","6.75","8.424","14.976","15.6","13.104","14.04","9.36","38.6123942403031","2","1","11.58390625","1733.6328125","1733.59765625","505","505",".725",".735","207.824248120301","206.109022556391","206.109022556391","139.614661654135"
"3435","4616.75","992.5","2417.3828125","2314.0625","79.6078431372549","184.14716796875","81.95","100","100","6","3","3","0","3","3","10.5","8.424","14.976","15.6","13.104","14.04","9.36","39.4570707047","2",".921875","13.78328125","1733.6328125","1733.59765625","505","505",".445",".57","207.824248120301","206.367481203008","206.367481203008","139.050751879699"
"3505","4744.5","992.5","2417.96875","2328.4375","82.3529411764706","192.5566015625","81.95","100","100","6","3","2.25","0","3","6","9.75","10.608","15.6","21.216","15.6","18.72","12.792","40.5735970656844","2",".9140625","13.674375","1733.6328125","1733.59765625","505","505",".82",".815","207.824248120301","206.672932330827","206.672932330827","137.359022556391"
"3575","4830.75","991.25","2418.671875","2330.2734375","85.0980392156863","196.386640625","81.95","100","100","6","3","5.25","0","3","6","10.5","12.792","24.336","18.096","18.096","22.464","13.416","41.3891467554469","2",".9140625","13.97984375","1733.66796875","1733.59765625","530","530",".835",".83","207.824248120301","207.142857142857","207.142857142857","139.708646616541"
"3645","4957.75","991.25","2419.296875","2334.21875","87.0588235294118","201.5488671875","81.95","100","100","6","3","5.25","0","3","6","8.25","12.792","24.336","18.096","18.096","22.464","13.416","42.3114946188688","2",".8984375","14.21359375","1733.66796875","1733.59765625","530","530",".845",".84","207.824248120301","207.518796992481","207.518796992481","140.131578947368"
"3716","5036","991.25","2420.859375","2328.359375","89.4117647058824","205.12912109375","81.95","100","100","6","3","5.25","3","3","6","5.25","13.416","24.96","20.592","17.472","26.208","11.544","43.2241335574125","2",".8828125","14.62","1733.66796875","1733.59765625","530","530",".84",".84","207.824248120301","207.824248120301","207.824248120301","142.293233082707"
"3786","5145.75","991.25","2428.125","2337.890625","91.3725490196078","206.822109375","81.95","100","100","6","6","5.25","3","3","6","8.25","13.416","24.96","20.592","17.472","26.208","11.544","44.4571670169344","2",".8828125","14.37828125","1733.66796875","1733.59765625","555","555",".845",".85","207.824248120301","207.001879699248","207.001879699248","140.343045112782"
"3856","5221.75","992.5","2422.4609375","2338.3203125","92.5490196078432","214.26015625","81.95","100","100","6","6","5.25","3","6","6","5.25","12.48","21.216","24.336","23.712","23.088","10.608","45.3795148803563","2",".8828125","14.6625","1733.6328125","1733.59765625","555","555",".845",".845","207.824248120301","206.203007518797","206.203007518797","142.152255639098"
"3926","5353.25","991.25","2412.3046875","2351.9140625","92.9411764705882","219.366875","81.95","100","100","6","6","5.25","3","6","6","6","12.792","21.216","21.216","18.096","23.088","13.416","46.2387547320703","2",".8828125","14.439375","1733.66796875","1733.59765625","555","555",".85",".84","207.824248120301","204.581766917293","204.581766917293","140.718984962406"
"3996","5433.75","991.25","2417.8125","2360","94.1176470588235","226.582890625","81.95","100","100","6","6","8.25","3","6","6","6","12.792","21.216","21.216","18.096","23.088","13.416","47.1708115203703","2",".873779296875","14.61734375","1733.66796875","1733.59765625","585","585",".845",".85","207.824248120301","203.759398496241","203.759398496241","141.588345864662"
"4066","5537","991.25","2414.84375","2379.765625","94.5098039215686","229.94111328125","81.95","100","100","6","6","8.25","3","6","6","6.75","12.48","22.464","21.84","18.096","25.584","14.04","48.1028683086703","2",".865966796875","14.70765625","1733.6328125","1733.6328125","585","585",".845",".845","207.824248120301","202.138157894737","202.960526315789","141.423872180451"
"4136","5633.75","991.25","2425.703125","2384.140625","94.9019607843137","231.8561328125","81.95","100","100","6","6","8.25","3","6","6","4.5","12.48","22.464","21.84","18.096","25.584","14.04","48.8504555242859","2",".865966796875","14.63859375","1733.6328125","1733.6328125","585","585",".85",".85","207.824248120301","202.138157894737","202.138157894737","141.729323308271"
"4206","5738.25","991.25","2425.5078125","2384.5703125","95.2941176470588","235.99146484375","83.3","100","100","6","6","8.25","3","6","6","7.5","14.04","27.456","22.464","18.72","26.208","13.416","49.7582400003906","2",".865966796875","14.70234375","1733.6328125","1733.59765625","585","585",".845",".85","207.824248120301","201.339285714286","201.339285714286","141.188909774436"
"4276","5821.75","991.25","2433.515625","2372.890625","95.2941176470588","237.15712890625","84.65","100","100","6","6","8.25","3","6","6","9","14.04","20.592","20.592","18.096","28.704","12.168","50.5883530774703","2",".865966796875","14.90421875","1733.66796875","1733.59765625","605","605",".85",".85","207.824248120301","201.339285714286","201.339285714286","141.588345864662"
"4346","5933.5","991.25","2431.40625","2371.015625","95.2941176470588","236.46328125","84.65","100","100","6","6","8.25","3","6","6","6.75","14.04","20.592","20.592","18.096","28.704","12.168","51.4427384667453","2",".8662109375","14.566875","1733.66796875","1733.59765625","605","605",".855",".86","207.354323308271","200.258458646617","200.258458646617","138.486842105263"
"4417","6016.75","991.25","2430.6640625","2378.515625","95.2941176470588","239.32193359375","84.65","100","100","6","6","8.25","3","6","6","11.25","14.352","27.456","18.72","18.096","19.344","11.232","52.35052294285","2",".864013671875","14.53234375","1733.6328125","1733.59765625","605","605",".85",".86","206.226503759398","199.177631578947","199.177631578947","137.5"
"4487","6111","991.25","2423.3203125","2381.25","95.2941176470588","241.7365234375","84.65","100","100","6","6","8.25","3","6","6","7.5","14.352","27.456","18.72","18.096","19.344","11.232","53.204908332125","2",".864013671875","14.365","1733.6328125","1733.59765625","625","625",".855",".86","205.521616541353","197.885338345865","197.885338345865","136.912593984962"
"4557","6188","991.25","2423.3203125","2381.9140625","95.2941176470588","244.6784375","84.65","100","100","6","6","8.25","3","6","6","10.5","14.664","21.216","18.72","16.224","19.344","11.856","53.7680259750563","2",".861328125","14.85640625","1733.6328125","1733.59765625","625","625",".855",".86","205.521616541353","197.885338345865","197.885338345865","137.5"
"4627","6270.75","991.25","2423.3203125","2368.7890625","95.2941176470588","246.67671875","84.65","100","100","6","6","8.25","3","6","6","8.25","14.352","24.336","19.968","16.224","16.224","14.04","54.6127024394531","2",".861328125","14.66515625","1733.6328125","1733.59765625","625","625",".86",".86","205.521616541353","197.885338345865","197.885338345865","136.889097744361"
"4697","6347.75","991.25","2423.59375","2361.8359375","95.2941176470588","248.20318359375","86","100","100","6","6","8.25","3","6","6","8.25","14.352","24.336","19.968","16.224","16.224","14.04","55.4816512160453","2",".8583984375","14.42875","1733.6328125","1733.59765625","625","625",".86",".865","205.545112781955","197.908834586466","197.908834586466","135.643796992481"
"4767","6440.5","991.25","2423.59375","2362.5","95.2941176470588","250.70103515625","86","100","100","6","6","8.25","3","6","6","12","14.976","19.968","19.968","17.472","16.224","12.48","56.3408910677594","2",".8583984375","14.51375","1733.6328125","1733.59765625","640","640",".86",".865","205.545112781955","197.908834586466","197.908834586466","134.84492481203"
"4837","6537.25","991.25","2397.6953125","2361.1328125","95.2941176470588","247.675859375","87.35","100","100","5.25","6","8.25","3","6","6","8.25","14.976","19.968","19.968","17.472","16.224","12.48","57.2583844687422","2",".85107421875","14.29328125","1733.6328125","1733.59765625","640","640",".86",".865","205.545112781955","197.321428571429","197.321428571429","131.71992481203"
"4907","6594.75","991.25","2397.6953125","2352.6953125","95.2941176470588","250.59001953125","87.35","100","100","5.25","6","8.25","3","6","6","10.5","16.224","20.592","17.472","16.848","19.344","15.6","57.8360654989906","2",".85107421875","14.12328125","1733.6328125","1733.6328125","640","640",".86",".865","205.545112781955","197.321428571429","197.321428571429","131.578947368421"
"4977","6699.25","991.25","2397.6953125","2361.6796875","95.2941176470588","252.03322265625","87.35","100","100","5.25","6","8.25","3","6","6","11.25","16.224","20.592","17.472","16.848","19.344","15.6","58.7098687380219","2",".856201171875","13.89484375","1733.6328125","1733.6328125","660","660",".865",".87","205.568609022556","197.34492481203","197.321428571429","129.605263157895"
"5047","6775","991.25","2397.96875","2370.4296875","95.2941176470588","249.8406640625","88.7","100","100","5.25","6","8.25","3","6","6","11.25","14.976","20.592","22.464","18.72","19.968","16.224","59.5545452024188","2",".85693359375","13.7753125","1733.6328125","1733.59765625","660","660",".86",".865","205.568609022556","197.34492481203","197.34492481203","128.242481203008"
"5118","6844.5","991.25","2397.96875","2400.3515625","95.2941176470588","252.03322265625","88.7","100","100","5.25","6","8.25","3","6","6","11.25","14.976","20.592","22.464","18.72","19.968","16.224","60.3846582794984","2",".85693359375","13.5415625","1733.6328125","1733.59765625","660","660",".86",".865","205.568609022556","197.34492481203","197.34492481203","125.986842105263"
"5188","6947.5","991.25","2397.96875","2399.296875","95.2941176470588","251.53365234375","90.05","100","100","5.25","6","8.25","3","6","6","12.75","14.976","22.464","19.968","19.344","17.472","15.6","61.2390436687734","2",".857421875","13.26796875","1733.6328125","1733.6328125","660","660",".86",".865","205.568609022556","197.34492481203","197.34492481203","123.59022556391"
"5258","6997.75","991.25","2172.6171875","2399.8828125","95.2941176470588","250.59001953125","90.05","70.5043106736858","100","5.25","6","8.25","3","6","6","12.75","16.224","21.216","18.096","18.096","15.6","14.352","61.7730345370703","2",".857421875","13.39015625","1733.6328125","1733.59765625","675","675",".86",".865","205.568609022556","197.34492481203","178.171992481203","124.154135338346"
"5328","7015.75","991.25","1049.9609375","2180.546875","84.7058823529412","156.643046875","90.05","0","71.3725490196078","5.25","6","8.25","3","6","6","7.5","16.224","21.216","18.096","18.096","15.6","14.352","62.5594574521984","2",".855712890625","6.82390625","1733.6328125","1733.59765625","675","675",".865",".865","205.568609022556","197.34492481203","78.1954887218045","107.330827067669"
"5398","6955.5","991.25","991.953125","2124.9609375","0","145.51373046875","90.05","0","25.8823529411765","5.25","6","8.25","3","6","6","9.75","12.48","18.096","16.224","15.6","15.6","13.728","63.3264625175703","2",".855712890625","7.2303125","1733.6328125","1733.59765625","675","675",".86",".86","205.568609022556","197.34492481203","52.3496240601504","80.0986842105263"
"5468","6802.5","991.25","991.953125","2212.6171875","0","70.18962890625","91.4","0","16.4705882352941","5.25","5.25","5.25","5.25","5.25","5.25","-3","12.48","18.096","16.224","15.6","15.6","13.728","63.8264721487938","2",".918701171875","2.0559375","1733.6328125","1733.59765625","620","620",".79",".855","205.568609022556","197.34492481203","11.8421052631579","43.609022556391"
"5538","6651.75","992.5","991.953125","2035.0390625","0","6.549921875","91.4","0","5.49019607843137","0","0","0","0","0","0","15","10.608","14.352","12.48","12.48","11.856","11.856","64.2099746814797","2",".989501953125","1.0996875","1733.6328125","1733.59765625","620","620",".53",".785","205.568609022556","197.34492481203","11.8421052631579","22.2979323308271"
"5608","6504.75","992.5","991.953125","1775.703125","0","8.7147265625","91.4","0","5.88235294117647","0","0","0","0","0","0","12.75","10.608","14.352","12.48","12.48","11.856","11.856","64.4478433409938","2",".989501953125","1.60171875","1733.6328125","1733.59765625","620","620",".195",".68","205.545112781955","203.923872180451","11.8421052631579","23.0968045112782"
